Entry	Entry name	Gene names  (ordered locus )	Gene names	Length	Absorption	Active site	Activity regulation	Binding site	Calcium binding	Catalytic activity	Cofactor	DNA binding	Metal binding	Nucleotide binding	Site	Motif
P39924	HXT13_YEAST	YEL069C	HXT13 HXT8 YEL069C	564												
P39943	MIG3_YEAST	YER028C	MIG3 YER028C	394												
P40079	LCP5_YEAST	YER127W	LCP5 YER127W SYGP-ORF43	357												
P38703	LAG1_YEAST	YHL003C	LAG1 YHL003C	411						CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sphing-4-enine = an N-acylsphing-4-enine + CoA + H(+); Xref=Rhea:RHEA:23768, ChEBI:CHEBI:15378, ChEBI:CHEBI:52639, ChEBI:CHEBI:57287, ChEBI:CHEBI:57756, ChEBI:CHEBI:58342; EC=2.3.1.24; CATALYTIC ACTIVITY: Reaction=sphinganine + tetracosanoyl-CoA = CoA + H(+) + N-tetracosanoylsphinganine; Xref=Rhea:RHEA:33591, ChEBI:CHEBI:15378, ChEBI:CHEBI:52961, ChEBI:CHEBI:57287, ChEBI:CHEBI:57817, ChEBI:CHEBI:65052; Evidence={ECO:0000269|PubMed:12869556};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33592; Evidence={ECO:0000269|PubMed:12869556}; CATALYTIC ACTIVITY: Reaction=hexacosanoyl-CoA + sphinganine = CoA + H(+) + N-hexacosanoylsphinganine; Xref=Rhea:RHEA:33351, ChEBI:CHEBI:15378, ChEBI:CHEBI:52962, ChEBI:CHEBI:57287, ChEBI:CHEBI:57817, ChEBI:CHEBI:64868; Evidence={ECO:0000269|PubMed:12869556};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33352; Evidence={ECO:0000269|PubMed:12869556}; CATALYTIC ACTIVITY: Reaction=eicosanoyl-CoA + sphinganine = CoA + H(+) + N-eicosanoylsphinganine; Xref=Rhea:RHEA:36555, ChEBI:CHEBI:15378, ChEBI:CHEBI:57287, ChEBI:CHEBI:57380, ChEBI:CHEBI:57817, ChEBI:CHEBI:67027; Evidence={ECO:0000269|PubMed:12869556};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36556; Evidence={ECO:0000269|PubMed:12869556}; CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sphinganine = an N-acylsphinganine + CoA + H(+); Xref=Rhea:RHEA:34735, ChEBI:CHEBI:15378, ChEBI:CHEBI:31488, ChEBI:CHEBI:57287, ChEBI:CHEBI:57817, ChEBI:CHEBI:58342; Evidence={ECO:0000269|PubMed:11694577};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:34736; Evidence={ECO:0000269|PubMed:11694577}; CATALYTIC ACTIVITY: Reaction=4-hydroxysphinganine + an acyl-CoA = an N-acyl-(4R)-4-hydroxysphinganine + CoA + H(+); Xref=Rhea:RHEA:35651, ChEBI:CHEBI:15378, ChEBI:CHEBI:31998, ChEBI:CHEBI:57287, ChEBI:CHEBI:58342, ChEBI:CHEBI:64124; Evidence={ECO:0000269|PubMed:11694577};PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:35652; Evidence={ECO:0000269|PubMed:11694577};						
P32466	HXT3_YEAST	YDR345C	HXT3 YDR345C D9651.14	567												
P38162	MIX23_YEAST	YBL107C	MIX23 MIC23 YBL107C YBL0805	196												MOTIF 99 114 Cx14C motif.; MOTIF 178 192 Cx13C motif.
P53686	HST2_YEAST	YPL015C	HST2 YPL015C LPA2C	357		ACT_SITE 135 135 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:20726530}.	ACTIVITY REGULATION: Inhibited by ADP-ribose and nicotinamide. {ECO:0000269|PubMed:16520376}.	BINDING 270 270 NAD; via amide nitrogen. {ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:15150415}.		CATALYTIC ACTIVITY: Reaction=H2O + N(6)-acetyl-L-lysyl-[protein] + NAD(+) = 2''-O-acetyl-ADP-D-ribose + L-lysyl-[protein] + nicotinamide; Xref=Rhea:RHEA:43636, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15377, ChEBI:CHEBI:17154, ChEBI:CHEBI:29969, ChEBI:CHEBI:57540, ChEBI:CHEBI:61930, ChEBI:CHEBI:83767; EC=2.3.1.286; Evidence={ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:16520376};	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 1 zinc ion per subunit.;		METAL 143 143 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:14604530, ECO:0000269|PubMed:15150415, ECO:0000269|PubMed:17289592}.; METAL 146 146 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:14604530, ECO:0000269|PubMed:15150415, ECO:0000269|PubMed:17289592}.; METAL 170 170 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:14604530, ECO:0000269|PubMed:15150415, ECO:0000269|PubMed:17289592}.; METAL 173 173 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:14604530, ECO:0000269|PubMed:15150415, ECO:0000269|PubMed:17289592}.	NP_BIND 32 52 NAD. {ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:15150415}.; NP_BIND 115 118 NAD. {ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:15150415}.; NP_BIND 223 225 NAD. {ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:15150415}.; NP_BIND 248 250 NAD. {ECO:0000269|PubMed:14502267, ECO:0000269|PubMed:15150415}.		
P53687	HST3_YEAST	YOR025W	HST3 YOR025W OR26.15	447		ACT_SITE 187 187 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00236}.		BINDING 333 333 NAD; via amide nitrogen. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=H2O + N(6)-acetyl-L-lysyl-[protein] + NAD(+) = 2''-O-acetyl-ADP-D-ribose + L-lysyl-[protein] + nicotinamide; Xref=Rhea:RHEA:43636, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15377, ChEBI:CHEBI:17154, ChEBI:CHEBI:29969, ChEBI:CHEBI:57540, ChEBI:CHEBI:61930, ChEBI:CHEBI:83767; EC=2.3.1.286; Evidence={ECO:0000255|PROSITE-ProRule:PRU00236};	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};		METAL 195 195 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 198 198 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 220 220 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 223 223 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.	NP_BIND 60 79 NAD. {ECO:0000250}.; NP_BIND 151 154 NAD. {ECO:0000250}.; NP_BIND 282 284 NAD. {ECO:0000250}.; NP_BIND 312 314 NAD. {ECO:0000250}.		
P34243	HCS1_YEAST	YKL017C	HCS1 DIP1 YKL017C	683						CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12;				NP_BIND 229 236 ATP. {ECO:0000255}.		
P38800	LAM4_YEAST	YHR080C	LAM4 LTC3 YHR080C	1345												
P43560	LAM5_YEAST	YFL042C	LAM5 LTC2 YFL042C	674												
P16622	HEMH_YEAST	YOR176W	HEM15 YOR176W	393		ACT_SITE 351 351 {ECO:0000250}.				CATALYTIC ACTIVITY: Reaction=2 H(+) + heme b = Fe(2+) + protoporphyrin IX; Xref=Rhea:RHEA:22584, ChEBI:CHEBI:15378, ChEBI:CHEBI:29033, ChEBI:CHEBI:57306, ChEBI:CHEBI:60344; EC=4.99.1.1;						
Q05979	KYNU_YEAST	YLR231C	BNA5 YLR231C L8083.14	453				BINDING 111 111 Pyridoxal phosphate; via amide nitrogen. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 112 112 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 196 196 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 226 226 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 229 229 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 251 251 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 286 286 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.; BINDING 314 314 Pyridoxal phosphate. {ECO:0000255|HAMAP-Rule:MF_03017}.		CATALYTIC ACTIVITY: Reaction=H2O + L-kynurenine = anthranilate + H(+) + L-alanine; Xref=Rhea:RHEA:16813, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:16567, ChEBI:CHEBI:57959, ChEBI:CHEBI:57972; EC=3.7.1.3; Evidence={ECO:0000255|HAMAP-Rule:MF_03017}; CATALYTIC ACTIVITY: Reaction=3-hydroxy-L-kynurenine + H2O = 3-hydroxyanthranilate + H(+) + L-alanine; Xref=Rhea:RHEA:25143, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:36559, ChEBI:CHEBI:57972, ChEBI:CHEBI:58125; EC=3.7.1.3; Evidence={ECO:0000255|HAMAP-Rule:MF_03017};	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000255|HAMAP-Rule:MF_03017}; 					
P53226	BUD9_YEAST	YGR041W	BUD9 YGR041W G4152	547												
P22516	CHL1_YEAST	YPL008W	CHL1 CTF1 YPL008W YP8132.05	861						CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.12; Evidence={ECO:0000269|PubMed:10931920};				NP_BIND 42 49 ATP. {ECO:0000255|PROSITE-ProRule:PRU00541}.		MOTIF 393 396 DEAH box.
P53951	COG5_YEAST	YNL051W	COG5 COD4 YNL051W N2476 YNL2476W	403												
P35201	CENPC_YEAST	YKL089W	MIF2 YKL089W	549								DNA_BIND 356 364 A.T hook.				
Q08683	APC5_YEAST	YOR249C	APC5 RMC1 YOR249C	685												
P32528	DUR1_YEAST	YBR208C	DUR1,2 YBR208C YBR1448	1835				BINDING 747 747 ATP. {ECO:0000250}.; BINDING 830 830 ATP. {ECO:0000250}.; BINDING 865 865 ATP. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=ATP + hydrogencarbonate + urea = ADP + H(+) + phosphate + urea-1-carboxylate; Xref=Rhea:RHEA:20896, ChEBI:CHEBI:15378, ChEBI:CHEBI:15832, ChEBI:CHEBI:16199, ChEBI:CHEBI:17544, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=6.3.4.6; CATALYTIC ACTIVITY: Reaction=3 H(+) + H2O + urea-1-carboxylate = 2 CO2 + 2 NH4(+); Xref=Rhea:RHEA:19029, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15832, ChEBI:CHEBI:16526, ChEBI:CHEBI:28938; EC=3.5.1.54;	COFACTOR: Name=biotin; Xref=ChEBI:CHEBI:57586; 			NP_BIND 122 129 ATP. {ECO:0000255|PROSITE-ProRule:PRU00409}.		
Q12248	DAD1_YEAST	YDR016C	DAD1 YDR016C	94												
P53849	GIS2_YEAST	YNL255C	GIS2 YNL255C N0852	153												
Q04233	GIS4_YEAST	YML006C	GIS4 YML006C YM9571.13C	774												
Q08649	ESA1_YEAST	YOR244W	ESA1 YOR244W O5257	445		ACT_SITE 338 338 Proton donor/acceptor. {ECO:0000303|PubMed:12368900, ECO:0000303|PubMed:17223684, ECO:0000303|PubMed:18245364, ECO:0000303|PubMed:22020126, ECO:0000305}.		BINDING 342 342 Acetyl-CoA. {ECO:0000269|PubMed:11106757, ECO:0000269|PubMed:12368900, ECO:0000269|PubMed:22020126}.		CATALYTIC ACTIVITY: Reaction=acetyl-CoA + L-lysyl-[protein] = CoA + H(+) + N(6)-acetyl-L-lysyl-[protein]; Xref=Rhea:RHEA:45948, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15378, ChEBI:CHEBI:29969, ChEBI:CHEBI:57287, ChEBI:CHEBI:57288, ChEBI:CHEBI:61930; EC=2.3.1.48; Evidence={ECO:0000269|PubMed:12368900, ECO:0000269|PubMed:17223684, ECO:0000269|PubMed:18245364, ECO:0000269|PubMed:22020126};					SITE 304 304 Important for catalytic activity. {ECO:0000305}.	MOTIF 245 266 ESA1-RPD3 motif.
P22007	FNTB_YEAST	YDL090C	RAM1 DPR1 SCG2 STE16 YDL090C D2412	431						CATALYTIC ACTIVITY: Reaction=(2E,6E)-farnesyl diphosphate + L-cysteinyl-[protein] = diphosphate + S-(2E,6E)-farnesyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:13345, Rhea:RHEA-COMP:10131, Rhea:RHEA-COMP:11535, ChEBI:CHEBI:29950, ChEBI:CHEBI:33019, ChEBI:CHEBI:86019, ChEBI:CHEBI:175763; EC=2.5.1.58;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};		METAL 307 307 Zinc; catalytic. {ECO:0000250}.; METAL 309 309 Zinc; catalytic. {ECO:0000250}.; METAL 363 363 Zinc; via tele nitrogen; catalytic. {ECO:0000250}.		SITE 108 108 Important for selectivity against geranylgeranyl diphosphate. {ECO:0000250}.	
P38785	GIC1_YEAST	YHR061C	GIC1 YHR061C	314												
Q06648	GIC2_YEAST	YDR309C	GIC2 YDR309C D9740.18	383												
Q12091	DAP1_YEAST	YPL170W	DAP1 YPL170W P2515	152												
P40088	FTR1_YEAST	YER145C	FTR1 YER145C	404												
P16151	ERD1_YEAST	YDR414C	ERD1 YDR414C D9461.4	362												
P25555	GBP2_YEAST	YCL011C	GBP2 RLF6 YCL011C YCL11C	427												
Q12046	CWC2_YEAST	YDL209C	CWC2 NTC40 SLC3 YDL209C D1041	339												
P32892	DRS1_YEAST	YLL008W	DRS1 YLL008W L1345	752						CATALYTIC ACTIVITY: Reaction=ATP + H2O = ADP + H(+) + phosphate; Xref=Rhea:RHEA:13065, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:43474, ChEBI:CHEBI:456216; EC=3.6.4.13;				NP_BIND 275 282 ATP. {ECO:0000255|PROSITE-ProRule:PRU00541}.		MOTIF 231 259 Q motif.; MOTIF 385 388 DEAD box.
Q99321	DDP1_YEAST	YOR163W	DDP1 YOR163W O3575	188						CATALYTIC ACTIVITY: Reaction=Diphospho-myo-inositol polyphosphate + H(2)O = myo-inositol polyphosphate + phosphate.; EC=3.6.1.52; Evidence={ECO:0000269|PubMed:10419486}; CATALYTIC ACTIVITY: Reaction=H2O + P(1),P(6)-bis(5'-adenosyl) hexaphosphate = adenosine 5'-pentaphosphate + AMP + 2 H(+); Xref=Rhea:RHEA:32047, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:63740, ChEBI:CHEBI:63813, ChEBI:CHEBI:456215; EC=3.6.1.60; Evidence={ECO:0000269|PubMed:10419486}; CATALYTIC ACTIVITY: Reaction=H2O + P(1),P(5)-bis(5'-adenosyl) pentaphosphate = adenosine 5'-tetraphosphate + AMP + 2 H(+); Xref=Rhea:RHEA:32051, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:58450, ChEBI:CHEBI:62041, ChEBI:CHEBI:456215; EC=3.6.1.60; Evidence={ECO:0000269|PubMed:10419486};	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; 		METAL 80 80 Magnesium. {ECO:0000250}.; METAL 84 84 Magnesium. {ECO:0000250}.			MOTIF 65 86 Nudix box.
P41813	FKH2_YEAST	YNL068C	FKH2 YNL068C N2403 YNL2403C	862								DNA_BIND 339 430 Fork-head. {ECO:0000255|PROSITE-ProRule:PRU00089}.				
Q08622	GEP3_YEAST	YOR205C	GEP3 AIM40 FMP48 YOR205C	556												
P53008	CWH41_YEAST	YGL027C	CWH41 GLS1 YGL027C	833		ACT_SITE 601 601 {ECO:0000269|PubMed:23536181}.; ACT_SITE 804 804 {ECO:0000269|PubMed:23536181}.	ACTIVITY REGULATION: Miglitol is an effective inhibitor at 1 mM. {ECO:0000269|PubMed:23536181}.	BINDING 42 42 Substrate. {ECO:0000269|PubMed:23536181}.; BINDING 122 122 Substrate. {ECO:0000269|PubMed:23536181}.; BINDING 143 143 Substrate. {ECO:0000269|PubMed:23536181}.		CATALYTIC ACTIVITY: Reaction=H2O + N(4)-(alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] = beta-D-glucose + N(4)-(alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein]; Xref=Rhea:RHEA:55988, Rhea:RHEA-COMP:12806, Rhea:RHEA-COMP:14355, ChEBI:CHEBI:15377, ChEBI:CHEBI:15903, ChEBI:CHEBI:59082, ChEBI:CHEBI:132537; EC=3.2.1.106; Evidence={ECO:0000269|PubMed:23536181};						
Q07540	FRDA_YEAST	YDL120W	YFH1 YDL120W	174						CATALYTIC ACTIVITY: Reaction=4 Fe(2+) + 4 H(+) + O2 = 4 Fe(3+) + 2 H2O; Xref=Rhea:RHEA:11148, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:29033, ChEBI:CHEBI:29034; EC=1.16.3.1; Evidence={ECO:0000269|PubMed:16371422};						
P25618	CWH43_YEAST	YCR017C	CWH43 YCR017C YCR17C	953		ACT_SITE 802 802 {ECO:0000305}.										
P32347	DCUP_YEAST	YDR047W	HEM12 HEM6 POP3 YDR047W YD9609.03	362				BINDING 48 48 Substrate. {ECO:0000250}.; BINDING 80 80 Substrate. {ECO:0000250}.; BINDING 81 81 Substrate. {ECO:0000250}.; BINDING 160 160 Substrate. {ECO:0000250}.; BINDING 215 215 Substrate. {ECO:0000250}.; BINDING 338 338 Substrate. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=4 H(+) + uroporphyrinogen III = 4 CO2 + coproporphyrinogen III; Xref=Rhea:RHEA:19865, ChEBI:CHEBI:15378, ChEBI:CHEBI:16526, ChEBI:CHEBI:57308, ChEBI:CHEBI:57309; EC=4.1.1.37;					SITE 81 81 Transition state stabilizer. {ECO:0000250}.	
P38310	FTH1_YEAST	YBR207W	FTH1 YBR207W YBR1446	465												
P53848	FOL1_YEAST	YNL256W	FOL1 YNL256W N0848	824				BINDING 558 558 6-hydroxymethyl-7,8-dihydropterin diphosphate. {ECO:0000244|PDB:2BMB, ECO:0000305|PubMed:15826662}.; BINDING 596 596 6-hydroxymethyl-7,8-dihydropterin diphosphate. {ECO:0000305|PubMed:15826662}.; BINDING 615 615 6-hydroxymethyl-7,8-dihydropterin diphosphate. {ECO:0000244|PDB:2BMB, ECO:0000305|PubMed:15826662}.; BINDING 715 715 6-hydroxymethyl-7,8-dihydropterin diphosphate. {ECO:0000244|PDB:2BMB, ECO:0000305|PubMed:15826662}.; BINDING 767 767 6-hydroxymethyl-7,8-dihydropterin diphosphate. {ECO:0000244|PDB:2BMB, ECO:0000305|PubMed:15826662}.		CATALYTIC ACTIVITY: Reaction=7,8-dihydroneopterin = 6-hydroxymethyl-7,8-dihydropterin + glycolaldehyde; Xref=Rhea:RHEA:10540, ChEBI:CHEBI:17001, ChEBI:CHEBI:17071, ChEBI:CHEBI:44841; EC=4.1.2.25; Evidence={ECO:0000269|PubMed:15169867}; CATALYTIC ACTIVITY: Reaction=6-hydroxymethyl-7,8-dihydropterin + ATP = (7,8-dihydropterin-6-yl)methyl diphosphate + AMP + H(+); Xref=Rhea:RHEA:11412, ChEBI:CHEBI:15378, ChEBI:CHEBI:30616, ChEBI:CHEBI:44841, ChEBI:CHEBI:72950, ChEBI:CHEBI:456215; EC=2.7.6.3; Evidence={ECO:0000269|PubMed:15169867}; CATALYTIC ACTIVITY: Reaction=(7,8-dihydropterin-6-yl)methyl diphosphate + 4-aminobenzoate = 7,8-dihydropteroate + diphosphate; Xref=Rhea:RHEA:19949, ChEBI:CHEBI:17836, ChEBI:CHEBI:17839, ChEBI:CHEBI:33019, ChEBI:CHEBI:72950; EC=2.5.1.15; Evidence={ECO:0000269|PubMed:15169867};	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P0AC13}; 		METAL 511 511 Magnesium. {ECO:0000250|UniProtKB:P9WND1}.			
P05453	ERF3_YEAST	YDR172W	SUP35 GST1 PNM2 SAL3 SUF12 SUP2 YDR172W YD9395.05	685										NP_BIND 267 274 GTP. {ECO:0000250}.; NP_BIND 344 348 GTP. {ECO:0000250}.; NP_BIND 406 409 GTP. {ECO:0000250}.	SITE 273 273 Interacts with GTP/GDP. {ECO:0000250}.; SITE 407 407 Interacts with GTP/GDP. {ECO:0000250}.	
P39112	DSS1_YEAST	YMR287C	DSS1 MSU1 YMR287C YM8021.13C	969						CATALYTIC ACTIVITY: Reaction=Exonucleolytic cleavage in the 3'- to 5'-direction to yield nucleoside 5'-phosphates.; EC=3.1.13.1;						
P39945	AST2_YEAST	YER101C	AST2 YER101C	430												
P47117	ARP3_YEAST	YJR065C	ARP3 ACT4 YJR065C J1760	449												
Q08970	MMT2_YEAST	YPL224C	MMT2 MFT2 YPL224C	484												
P25573	MGR1_YEAST	YCL044C	MGR1 YCL044C YCL314 YCL44C	417												
P33399	LHP1_YEAST	YDL051W	LHP1 LAH1 YLA1 YDL051W	275												MOTIF 240 256 Nuclear localization signal. {ECO:0000255}.
P23493	MBR1_YEAST	YKL093W	MBR1 YKL093W YKL440	339												
P19263	MED14_YEAST	YLR071C	RGR1 MED14 YLR071C	1082												
P38873	KOG1_YEAST	YHR186C	KOG1 LAS24 YHR186C H9998.14	1557												
Q03281	HEH2_YEAST	YDR458C	HEH2 YDR458C D8035.2	663												MOTIF 124 137 Nuclear localization signal. {ECO:0000255}.
Q12358	JLP1_YEAST	YLL057C	JLP1 YLL057C L0572	412				BINDING 245 245 2-oxoglutarate. {ECO:0000250}.; BINDING 352 352 2-oxoglutarate. {ECO:0000250}.; BINDING 379 379 2-oxoglutarate. {ECO:0000250}.; BINDING 383 383 2-oxoglutarate. {ECO:0000250}.			COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000250};  Note=Binds 1 Fe(2+) ion per subunit. {ECO:0000250};		METAL 218 218 Iron; catalytic. {ECO:0000250}.; METAL 220 220 Iron; catalytic. {ECO:0000250}.; METAL 367 367 Iron; catalytic. {ECO:0000250}.			
P40206	JLP2_YEAST	YMR132C	JLP2 YMR132C YM9375.01C	208												
P50107	LGUL_YEAST	YML004C	GLO1 YML004C YM9571.15C	326		ACT_SITE 163 163 Proton donor/acceptor. {ECO:0000250}.		BINDING 29 29 Substrate. {ECO:0000250}.; BINDING 93 93 Substrate. {ECO:0000250}.; BINDING 113 113 Substrate. {ECO:0000250}.; BINDING 117 117 Substrate. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=(R)-S-lactoylglutathione = glutathione + methylglyoxal; Xref=Rhea:RHEA:19069, ChEBI:CHEBI:17158, ChEBI:CHEBI:57474, ChEBI:CHEBI:57925; EC=4.4.1.5;	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};		METAL 25 25 Zinc; via tele nitrogen; shared with dimeric partner. {ECO:0000250}.; METAL 89 89 Zinc; shared with dimeric partner. {ECO:0000250}.; METAL 117 117 Zinc; via tele nitrogen. {ECO:0000250}.; METAL 163 163 Zinc. {ECO:0000250}.			
P32266	MGM1_YEAST	YOR211C	MGM1 MDM17 YOR211C YOR50-1	881										NP_BIND 217 224 GTP. {ECO:0000255}.; NP_BIND 317 321 GTP. {ECO:0000255}.; NP_BIND 385 388 GTP. {ECO:0000255}.		
P28743	KIP2_YEAST	YPL155C	KIP2 YPL155C P2581	706										NP_BIND 202 209 ATP. {ECO:0000255|PROSITE-ProRule:PRU00283}.		
P54854	HXT15_YEAST	YDL245C	HXT15 YDL245C	567												
P32465	HXT1_YEAST	YHR094C	HXT1 HOR4 YHR094C	570												
P09064	IF2B_YEAST	YPL237W	SUI3 TIF212 YPL237W	285												
P53685	HST1_YEAST	YOL068C	HST1 YOL068C	503		ACT_SITE 310 310 Proton acceptor. {ECO:0000255|PROSITE-ProRule:PRU00236}.		BINDING 454 454 NAD; via amide nitrogen. {ECO:0000250}.		CATALYTIC ACTIVITY: Reaction=H2O + N(6)-acetyl-L-lysyl-[protein] + NAD(+) = 2''-O-acetyl-ADP-D-ribose + L-lysyl-[protein] + nicotinamide; Xref=Rhea:RHEA:43636, Rhea:RHEA-COMP:9752, Rhea:RHEA-COMP:10731, ChEBI:CHEBI:15377, ChEBI:CHEBI:17154, ChEBI:CHEBI:29969, ChEBI:CHEBI:57540, ChEBI:CHEBI:61930, ChEBI:CHEBI:83767; EC=2.3.1.286; Evidence={ECO:0000255|PROSITE-ProRule:PRU00236, ECO:0000269|PubMed:10841563, ECO:0000269|PubMed:12972620};	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250};  Note=Binds 1 zinc ion per subunit. {ECO:0000250};		METAL 318 318 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 321 321 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 342 342 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.; METAL 345 345 Zinc. {ECO:0000255|PROSITE-ProRule:PRU00236}.	NP_BIND 208 227 NAD. {ECO:0000250}.; NP_BIND 290 293 NAD. {ECO:0000250}.; NP_BIND 412 414 NAD. {ECO:0000250}.; NP_BIND 437 439 NAD. {ECO:0000250}.		
P39520	IFH1_YEAST	YLR223C	IFH1 RRP3 YLR223C L8083.9	1085												
